Volume Identifier,Access,Rights,U Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title (Marc 245,Imprint (MARC 260 a+b),Rights determination reason code,Date last update,Govt document,Pub date,Pub place,Language,Format
uva.x002080878,allow,public domain only when viewed in the US,46353,v.25 1908,University of Virginia,u486365,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,10/27/2012 19:31,0,1908,France,French,Serial
pst.000053136480,allow,public domain only when viewed in the US,46353,t.1 1884,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1884,France,French,Serial
pst.000053136503,allow,public domain only when viewed in the US,46353,t.3 1886,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1886,France,French,Serial
pst.000053136510,allow,public domain only when viewed in the US,46353,t.4 1887,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1887,France,French,Serial
pst.000053136565,allow,public domain only when viewed in the US,46353,t.9 1892,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1892,France,French,Serial
pst.000053136572,allow,public domain only when viewed in the US,46353,t.10 1893,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1893,France,French,Serial
pst.000053136589,allow,public domain only when viewed in the US,46353,t.11 1894,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1894,France,French,Serial
pst.000053136626,allow,public domain only when viewed in the US,46353,t.15 1898,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1898,France,French,Serial
pst.000053136657,allow,public domain only when viewed in the US,46353,t.22 1905,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1905,France,French,Serial
pst.000053136664,allow,public domain only when viewed in the US,46353,t.23 1906,Penn State University,a990359,1537689,,0245-9787,5019734,Bulletin astronomique.,Centre national de la recherche scientifique [etc.],bibliographically-derived by automatic processes,4/13/2013 19:25,0,1906,France,French,Serial
mdp.39015018003197,deny,in-copyright,47051,no.14-20 1920-1927,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/28/2010 11:32,0,1927,Germany,German,Serial
mdp.39015012349604,deny,in-copyright,47051,no.26-30 1933-1937,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/28/2010 11:33,0,1937,Germany,German,Serial
mdp.39015019234460,deny,in-copyright,47051,no.52-60 1959-1962,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,4/30/2012 19:30,0,1962,Germany,German,Serial
mdp.39015019234478,deny,in-copyright,47051,no.61-65 1962-1963,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/10/2012 19:30,0,1963,Germany,German,Serial
mdp.39015019234551,deny,in-copyright,47051,no.66-70 1963-1964,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,7/6/2012 20:18,0,1964,Germany,German,Serial
mdp.39015086799536,allow,public domain only when viewed in the US,47051,no.1-3 1895-1898,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/28/2010 11:33,0,1898,Germany,German,Serial
mdp.39015086799239,allow,public domain only when viewed in the US,47051,no.4-7 1900-1904,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/28/2010 11:33,0,1904,Germany,German,Serial
mdp.39015086799387,allow,public domain only when viewed in the US,47051,no.8 1909,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/28/2010 11:33,0,1909,Germany,German,Serial
mdp.39015086799221,allow,public domain only when viewed in the US,47051,no.9-11 1908-1911,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,5/26/2011 20:30,0,1911,Germany,German,Serial
mdp.39015086799379,allow,public domain only when viewed in the US,47051,no.12-13 1914-1916,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/28/2010 11:32,0,1916,Germany,German,Serial
mdp.39015086799528,deny,in-copyright,47051,no.21-25 1930,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,6/28/2010 11:33,0,1930,Germany,German,Serial
mdp.39015086799213,deny,in-copyright,47051,no.31-40 1937-1953,University of Michigan,47051,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,5/27/2011 19:30,0,1953,Germany,German,Serial
chi.73240430,allow,public domain only when viewed in the US,47051,c.1 no.10 1908,University of Chicago,1725903,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,3/11/2011 20:32,0,1908,Germany,German,Serial
chi.73240447,allow,public domain only when viewed in the US,47051,c.1 no.7-9 1904-09,University of Chicago,1725903,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,3/11/2011 20:32,0,1909,Germany,German,Serial
chi.73241702,allow,public domain only when viewed in the US,47051,c.1 no.4-6 1900-02,University of Chicago,1725903,18440519,,,7007209,Veröffentlichungen der Köngilichen Sternwarte zu Bonn.,"F. Cohen, 1895-1963.",bibliographically-derived by automatic processes,3/18/2011 20:30,0,1902,Germany,German,Serial
mdp.39015086723189,allow,public domain,50371,v.2 no.17-30 1911-1921,University of Michigan,50371,40372637,,,07017136//r47,Publications.,1902-,bibliographically-derived by automatic processes,6/28/2010 11:33,0,1921,Missouri,English,Serial
mdp.39015086723171,allow,public domain,50371,v.2 no.1-16 1902-1908,University of Michigan,50371,40372637,,,07017136//r47,Publications.,1902-,bibliographically-derived by automatic processes,6/28/2010 11:33,0,1908,Missouri,English,Serial
mdp.39015085464975,deny,undetermined copyright status,50371,v.3 no.31,University of Michigan,50371,40372637,,,07017136//r47,Publications.,1902-,bibliographically-derived by automatic processes,6/28/2010 11:33,0,9999,Missouri,English,Serial
chi.73229691,allow,public domain,50371,c.1 v.1 no.1-16 1902-09,University of Chicago,3026978,40372637,,,07017136//r47,Publications.,1902-,bibliographically-derived by automatic processes,2/14/2012 19:30,0,1909,Missouri,English,Serial
mdp.39015078032821,allow,public domain only when viewed in the US,51517,v.1-2 1915-19,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,5/13/2010 16:34,0,1919,France,French,Serial
mdp.39015078033134,deny,in-copyright,51517,v.6-8 1923-25,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,6/11/2009 23:30,0,1925,France,French,Serial
mdp.39015078032987,deny,in-copyright,51517,v.9 1926,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,6/21/2009 22:30,0,1926,France,French,Serial
mdp.39015078033126,deny,in-copyright,51517,v.10-11 1927-28,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,6/30/2009 22:30,0,1928,France,French,Serial
mdp.39015078032979,deny,in-copyright,51517,v.12-13 1929-30,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,6/11/2009 23:30,0,1930,France,French,Serial
mdp.39015078032961,deny,in-copyright,51517,v.14-15 1931-32,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,2/28/2009 22:30,0,1932,France,French,Serial
mdp.39015078033100,deny,in-copyright,51517,v.18-20 1935-37,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,6/8/2011 19:30,0,1937,France,French,Serial
mdp.39015078033092,deny,in-copyright,51517,v.21 1938,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,2/3/2013 19:30,0,1938,France,French,Serial
mdp.39015078032805,deny,in-copyright,51517,v.31-34 1948-51,University of Michigan,51517,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,6/11/2009 21:30,0,1951,France,French,Serial
inu.30000089270304,deny,in-copyright,51517,v.24 1941,Indiana University,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,11/17/2009 21:30,0,1941,France,French,Serial
inu.30000089270320,deny,in-copyright,51517,v.13-15 1930-1932,Indiana University,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,11/16/2009 22:30,0,1932,France,French,Serial
inu.30000089270338,deny,in-copyright,51517,v.21 1938,Indiana University,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,11/16/2009 22:30,0,1938,France,French,Serial
inu.30000089270346,deny,in-copyright,51517,v.20 1937,Indiana University,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,11/17/2009 22:30,0,1937,France,French,Serial
inu.30000089270353,deny,in-copyright,51517,v.18 1935,Indiana University,2134011,1754382,,,26011127,Journal des observateurs.,Impr. Nouvelle de Marseille.,bibliographically-derived by automatic processes,11/16/2009 22:30,0,1935,France,French,Serial
