Volume Identifier,Access,Rights,U Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title (Marc 245,Imprint (MARC 260 a+b),Rights determination reason code,Date last update,Govt document,Pub date,Pub place,Language,Format
uc1.b4370732,deny,undetermined copyright status,6227965,v.12,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/20/2010 20:30,0,1996,Germany,German,Serial
uc1.b4370733,deny,undetermined copyright status,6227965,v.13-14,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/20/2010 20:30,0,1996,Germany,German,Serial
uc1.b4370734,deny,undetermined copyright status,6227965,v.15,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,5/12/2009 21:30,0,1996,Germany,German,Serial
uc1.b4370735,deny,undetermined copyright status,6227965,v.16-17,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:31,0,1996,Germany,German,Serial
uc1.b4370736,deny,undetermined copyright status,6227965,v.18-19,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:31,0,1996,Germany,German,Serial
uc1.b4370737,deny,undetermined copyright status,6227965,v.20-22,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:30,0,1996,Germany,German,Serial
uc1.b4370738,deny,undetermined copyright status,6227965,v.24-27,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,8/5/2009 23:30,0,1996,Germany,German,Serial
uc1.b4370739,deny,undetermined copyright status,6227965,v.28-29,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/18/2010 20:31,0,1996,Germany,German,Serial
uc1.b4370740,deny,undetermined copyright status,6227965,v.30-31,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/21/2010 19:30,0,1996,Germany,German,Serial
uc1.b4370741,deny,undetermined copyright status,6227965,v.32-33,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/18/2010 20:31,0,1996,Germany,German,Serial
uc1.b4370742,deny,undetermined copyright status,6227965,v.34-35,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/21/2010 19:30,0,1996,Germany,German,Serial
uc1.b4370743,deny,undetermined copyright status,6227965,v.36-37,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:33,0,1996,Germany,German,Serial
uc1.b4370744,deny,undetermined copyright status,6227965,v.38-39,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:33,0,1996,Germany,German,Serial
uc1.b4370745,deny,undetermined copyright status,6227965,v.40-41,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 19:30,0,1996,Germany,German,Serial
uc1.b4370746,deny,undetermined copyright status,6227965,v.42-43,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:30,0,1996,Germany,German,Serial
uc1.b4370747,deny,undetermined copyright status,6227965,v.44-45,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:32,0,1996,Germany,German,Serial
uc1.b4370748,deny,undetermined copyright status,6227965,v.46-47,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,5/12/2009 23:30,0,1996,Germany,German,Serial
uc1.b4370749,deny,undetermined copyright status,6227965,v.48-49,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/19/2010 20:32,0,1996,Germany,German,Serial
uc1.b4370750,deny,undetermined copyright status,6227965,v.50-51,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,8/25/2011 19:31,0,1996,Germany,German,Serial
uc1.b4370751,deny,undetermined copyright status,6227965,v.52-53,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/21/2010 19:30,0,1996,Germany,German,Serial
uc1.b4370752,deny,undetermined copyright status,6227965,v.54-55,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/21/2010 19:30,0,1996,Germany,German,Serial
uc1.b4370753,deny,undetermined copyright status,6227965,v.56-57,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,8/5/2009 23:30,0,1996,Germany,German,Serial
uc1.b4370754,deny,undetermined copyright status,6227965,v.58-59,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,8/5/2009 23:30,0,1996,Germany,German,Serial
uc1.b4370755,deny,undetermined copyright status,6227965,v.60-61,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/22/2010 20:31,0,1996,Germany,German,Serial
uc1.b4370756,deny,undetermined copyright status,6227965,v.62-63,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,8/25/2011 19:31,0,1996,Germany,German,Serial
uc1.b4370757,deny,undetermined copyright status,6227965,v.64-65,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,6/11/2009 23:30,0,1996,Germany,German,Serial
uc1.b4370758,deny,undetermined copyright status,6227965,v.66-67,University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/23/2010 19:31,0,1996,Germany,German,Serial
uc1.b4370759,deny,in-copyright,6227965,v.68-69 (1992-93),University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/23/2010 19:31,0,1993,Germany,German,Serial
uc1.b4370760,deny,in-copyright,6227965,v.70-71 (1994-95),University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/22/2010 20:30,0,1995,Germany,German,Serial
uc1.b4370761,deny,in-copyright,6227965,v.72 (1996),University of California,GLAD33637818-S,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,9/21/2010 19:30,0,1996,Germany,German,Serial
uc1.31822005504071,deny,undetermined copyright status,6227965,v.66,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822006023733,deny,undetermined copyright status,6227965,v.49 Incomplete,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.31822015387806,deny,undetermined copyright status,6227965,v.67,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:32,0,1996,Germany,German,Serial
uc1.31822015387863,deny,undetermined copyright status,6227965,v.68,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.31822015387921,deny,undetermined copyright status,6227965,v.69,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732371,deny,undetermined copyright status,6227965,v.63,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732389,deny,undetermined copyright status,6227965,v.52,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732439,deny,undetermined copyright status,6227965,v.62,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:32,0,1996,Germany,German,Serial
uc1.31822017732447,deny,undetermined copyright status,6227965,v.53,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732496,deny,undetermined copyright status,6227965,v.61,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732504,deny,undetermined copyright status,6227965,v.54,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.31822017732553,deny,undetermined copyright status,6227965,v.60,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732561,deny,undetermined copyright status,6227965,v.55,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.31822017732611,deny,undetermined copyright status,6227965,v.59,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732629,deny,undetermined copyright status,6227965,v.56,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.31822017732678,deny,undetermined copyright status,6227965,v.58,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732686,deny,undetermined copyright status,6227965,v.57,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.31822017732777,deny,undetermined copyright status,6227965,v.51,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017732835,deny,undetermined copyright status,6227965,v.50,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:32,0,1996,Germany,German,Serial
uc1.31822017732892,deny,undetermined copyright status,6227965,v.48,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.31822017732959,deny,undetermined copyright status,6227965,v.47,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017733015,deny,undetermined copyright status,6227965,v.46,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:31,0,1996,Germany,German,Serial
uc1.31822017733023,deny,undetermined copyright status,6227965,v.65,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:32,0,1996,Germany,German,Serial
uc1.31822017733072,deny,undetermined copyright status,6227965,v.45,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:32,0,1996,Germany,German,Serial
uc1.31822017733080,deny,undetermined copyright status,6227965,v.64,University of California,.b27097705,5315237,,0039-1255,sn 86013105,Die Sterne.,"Franckhsche Verlagshandlung, 1921-",bibliographically-derived by automatic processes,2/7/2011 20:30,0,1996,Germany,German,Serial
uc1.b4370839,deny,in-copyright,6227972,1970,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,5/26/2009 22:30,0,1970,France,French,Serial
uc1.b4370840,deny,in-copyright,6227972,1971,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,8/5/2009 22:30,0,1971,France,French,Serial
uc1.b4370841,deny,in-copyright,6227972,1972,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,9/18/2010 20:32,0,1972,France,French,Serial
uc1.b4370842,deny,in-copyright,6227972,1973,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,9/18/2010 20:30,0,1973,France,French,Serial
uc1.b4370843,deny,in-copyright,6227972,1974,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,9/18/2010 19:30,0,1974,France,French,Serial
uc1.b4370844,deny,in-copyright,6227972,1975,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,8/5/2009 22:30,0,1975,France,French,Serial
uc1.b4370845,deny,in-copyright,6227972,1977,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,9/19/2010 20:30,0,1977,France,French,Serial
uc1.b4370846,deny,in-copyright,6227972,1976,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,8/5/2009 22:30,0,1976,France,French,Serial
uc1.b4370847,deny,in-copyright,6227972,1978,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,9/19/2010 20:30,0,1978,France,French,Serial
uc1.b4370848,deny,in-copyright,6227972,1979,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,9/19/2010 19:30,0,1979,France,French,Serial
uc1.b2925805,allow,public domain only when viewed in the US,6227972,1908,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/6/2011 20:30,0,1908,France,French,Serial
uc1.b2925806,allow,public domain only when viewed in the US,6227972,1909,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1909,France,French,Serial
uc1.b2925807,allow,public domain only when viewed in the US,6227972,1910,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/6/2011 20:31,0,1910,France,French,Serial
uc1.b2925808,allow,public domain only when viewed in the US,6227972,1911,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1911,France,French,Serial
uc1.b2925809,allow,public domain only when viewed in the US,6227972,1912,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1912,France,French,Serial
uc1.b2925810,allow,public domain only when viewed in the US,6227972,1913,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1913,France,French,Serial
uc1.b2925811,allow,public domain only when viewed in the US,6227972,1914,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1914,France,French,Serial
uc1.b2925812,allow,public domain only when viewed in the US,6227972,1915,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1915,France,French,Serial
uc1.b2925813,allow,public domain only when viewed in the US,6227972,1916,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1916,France,French,Serial
uc1.b2925814,allow,public domain only when viewed in the US,6227972,1917,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1917,France,French,Serial
uc1.b2925815,allow,public domain only when viewed in the US,6227972,1918,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1918,France,French,Serial
uc1.b2925816,allow,public domain only when viewed in the US,6227972,1919,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1919,France,French,Serial
uc1.b2925817,allow,public domain only when viewed in the US,6227972,1920,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1920,France,French,Serial
uc1.b2925818,allow,public domain only when viewed in the US,6227972,1921,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1921,France,French,Serial
uc1.b2925819,allow,public domain only when viewed in the US,6227972,1922,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1922,France,French,Serial
uc1.b2925820,deny,in-copyright,6227972,1923,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1923,France,French,Serial
uc1.b2925821,deny,in-copyright,6227972,1924,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1924,France,French,Serial
uc1.b2925822,deny,in-copyright,6227972,1925,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1925,France,French,Serial
uc1.b2925823,deny,in-copyright,6227972,1926,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1926,France,French,Serial
uc1.b2925824,deny,in-copyright,6227972,1927,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1927,France,French,Serial
uc1.b2925825,deny,in-copyright,6227972,1928,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1928,France,French,Serial
uc1.b2925826,deny,in-copyright,6227972,1929,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1929,France,French,Serial
uc1.b2925827,deny,in-copyright,6227972,1930,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1930,France,French,Serial
uc1.b2925828,deny,in-copyright,6227972,1931,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1931,France,French,Serial
uc1.b2925829,deny,in-copyright,6227972,1932,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1932,France,French,Serial
uc1.b2925830,deny,in-copyright,6227972,1933,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1933,France,French,Serial
uc1.b2925831,deny,in-copyright,6227972,1934,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1934,France,French,Serial
uc1.b2925832,deny,in-copyright,6227972,1935,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1935,France,French,Serial
uc1.b2925833,deny,in-copyright,6227972,1936,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1936,France,French,Serial
uc1.b2925834,deny,in-copyright,6227972,1937,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1937,France,French,Serial
uc1.b2925835,deny,in-copyright,6227972,1938,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1938,France,French,Serial
uc1.b2925836,deny,in-copyright,6227972,1939,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1939,France,French,Serial
uc1.b2925837,deny,in-copyright,6227972,1940,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1940,France,French,Serial
uc1.b2925838,deny,in-copyright,6227972,1941,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1941,France,French,Serial
uc1.b2925839,deny,in-copyright,6227972,1942,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1942,France,French,Serial
uc1.b2925840,deny,in-copyright,6227972,1943,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1943,France,French,Serial
uc1.b2925841,deny,in-copyright,6227972,1944,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1944,France,French,Serial
uc1.b2925842,deny,in-copyright,6227972,1945,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1945,France,French,Serial
uc1.b2925843,deny,in-copyright,6227972,1946,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1946,France,French,Serial
uc1.b2925844,deny,in-copyright,6227972,1947,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:31,0,1947,France,French,Serial
uc1.b2925845,deny,in-copyright,6227972,1948,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1948,France,French,Serial
uc1.b2925846,deny,in-copyright,6227972,1949,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1949,France,French,Serial
uc1.b2925847,deny,in-copyright,6227972,1950,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1950,France,French,Serial
uc1.b2925848,deny,in-copyright,6227972,1951,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:32,0,1951,France,French,Serial
uc1.b2925849,deny,in-copyright,6227972,1952,University of California,"GLAD33615395-S,.b102753131",213802051,,,5021670,Connaissance des temps.,Gauthier-Villars [etc.],bibliographically-derived by automatic processes,2/16/2011 20:30,0,1952,France,French,Serial
