Volume Identifier,Access,Rights,University of Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title,Imprint,Rights determination reason code,Date of last update,Government Document,Publication Date,Publication Place,Language,Bibliograhic Format
umn.31951000612358c,allow,pdus,000543548,v.18 (1906),UMN,000096796,11073512,,,08003445//r33,Account of the operations of the Great Trigonometrical Survey of India.,"Printed at the Office of the Trigonometrical Branch, Survey of India [etc.] 1870-1910.",bib,2012-10-27 19:31:10,0,1906,ii ,eng,SE
uiug.30112053903503,allow,pdus,000543548,v.4:2(1886),UIU,1876541,11073512,,,08003445//r33,Account of the operations of the Great Trigonometrical Survey of India.,"Printed at the Office of the Trigonometrical Branch, Survey of India [etc.] 1870-1910.",bib,2012-11-30 19:30:44,0,1886,ii ,eng,SE
mdp.39015080148516,allow,pdus,000544684,v.1 1899-1900,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:15,0,1900,fr ,fre,SE
mdp.39015080148508,allow,pdus,000544684,v.2 1901,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:13,0,1901,fr ,fre,SE
mdp.39015080148656,allow,pdus,000544684,v.3 1902-1903,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:14,0,1903,fr ,fre,SE
mdp.39015080148805,allow,pdus,000544684,v.4 1902-1903,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:16,0,1903,fr ,fre,SE
mdp.39015080148649,allow,pdus,000544684,v.6 1906,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:15,0,1906,fr ,fre,SE
mdp.39015080148797,allow,pdus,000544684,v.7 1907,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:16,0,1907,fr ,fre,SE
mdp.39015080148789,allow,pdus,000544684,v.8 1908,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:13,0,1908,fr ,fre,SE
mdp.39015080148631,allow,pdus,000544684,v.9 1909,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:13,0,1909,fr ,fre,SE
mdp.39015080148482,allow,pdus,000544684,v.10 1910,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:15,0,1910,fr ,fre,SE
mdp.39015080148771,allow,pdus,000544684,v.11 1911,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:14,0,1911,fr ,fre,SE
mdp.39015080148623,allow,pdus,000544684,v.12 1912,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:14,0,1912,fr ,fre,SE
mdp.39015080148474,allow,pdus,000544684,v.13 1913,MiU,000544684,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-05-17 04:30:16,0,1913,fr ,fre,SE
wu.89094956455,allow,pdus,000544684,v. 5 1907,WU,157536,1606865,,,07002780,Observations faite au cercle méridien ...,Impr. de l'Observatoire d'Abbadia [etc.],bib,2012-11-20 19:30:03,0,1907,fr ,fre,SE
mdp.39015077831249,allow,pd,000544991,1869-1872,MiU,000544991,49467846,,,01022449,General-bericht über die Europäische gradmessung ...,,bib,2013-01-02 04:32:38,0,1872,gw ,ger,SE
mdp.39015079998426,allow,pdus,000544991,1873,MiU,000544991,49467846,,,01022449,General-bericht über die Europäische gradmessung ...,,bib,2010-07-02 19:30:40,0,1873,gw ,ger,SE
mdp.39015080062113,deny,ic,000545862,1924,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-07-01 19:31:21,0,1924,enk,eng,SE
mdp.39015080062139,deny,ic,000545862,1923,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-07-01 19:31:09,0,1923,enk,eng,SE
mdp.39015080062246,allow,pdus,000545862,1922,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-07-01 19:31:21,0,1922,enk,eng,SE
mdp.39015080062220,allow,pdus,000545862,1921,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-07-01 19:30:39,0,1921,enk,eng,SE
mdp.39015086595231,allow,pdus,000545862,1902,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-06-28 11:33:22,0,1902,enk,eng,SE
mdp.39015086595058,allow,pdus,000545862,1907,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2011-05-05 19:31:30,0,1907,enk,eng,SE
mdp.39015086595744,allow,pdus,000545862,1909,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-06-28 11:33:03,0,1909,enk,eng,SE
mdp.39015086595736,allow,pdus,000545862,1910,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-06-28 11:33:53,0,1910,enk,eng,SE
mdp.39015086595710,allow,pdus,000545862,1912,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-06-28 11:33:03,0,1912,enk,eng,SE
mdp.39015086595702,allow,pdus,000545862,1913,MiU,000545862,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-06-28 11:32:43,0,1913,enk,eng,SE
uc1.32106017996254,deny,ic,000545862,1921-24,UC,.b15234915,5090795,,,57015394//r61,Astronomical results from observations.,H.B. Stationary Off.,bib,2010-08-21 20:30:44,0,1924,enk,eng,SE
mdp.39015068192700,allow,pdus,000548804,1898,MiU,000548804,243891157,,,07025198,Verslag van den staat der Sterrewacht te Leiden en van de aldaar volbrachte waarnemingen.,Boekhandel en drukkerij voorheen E. J. Brill.,bib,2012-04-10 19:30:55,0,1898,ne ,dut,SE
mdp.39015019241929,deny,ic,000549419,v.6 no.132-143 1950-1954,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-04-01 20:30:33,0,1954,ii ,eng,SE
mdp.39015019241861,deny,ic,000549419,v.7 no.144-149 1955-1956,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-04-01 19:30:33,0,1956,ii ,eng,SE
mdp.39015019242026,deny,ic,000549419,v.15 no.178-195 1967-1970,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-04-01 20:30:33,0,1970,ii ,eng,SE
mdp.39015019242034,deny,ic,000549419,no.196-200 1969-1971,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-04-01 19:30:33,0,1971,ii ,eng,SE
mdp.39015019242042,deny,ic,000549419,no.201-209 1969-1975,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-04-01 20:30:45,0,1975,ii ,eng,SE
mdp.39015086803882,allow,pdus,000549419,v.1 no.1-13,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",gfv,2010-06-23 11:31:59,0,1979,ii ,eng,SE
mdp.39015086803742,deny,und,000549419,v.2 no.14-28,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2011-05-26 20:30:18,0,1979,ii ,eng,SE
mdp.39015086804047,deny,und,000549419,v.3 no.29-66,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-06-28 11:33:57,0,1979,ii ,eng,SE
mdp.39015086803874,deny,und,000549419,v.4 no.67-112,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-06-28 11:33:43,0,1979,ii ,eng,SE
mdp.39015086804039,deny,ic,000549419,v.5 no.113-131 1936-1949,MiU,000549419,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",bib,2010-06-28 11:33:26,0,1949,ii ,eng,SE
uva.x002222088,allow,pdus,000549419,"no.167, 1967",UVA,u291739,4648500,,,52045679,Bulletin.,"Manager of Publications, etc., 1908-]",gfv,2011-08-01 14:08:53,0,1967,ii ,eng,SE
mdp.39015013730216,allow,pdus,000552495,v.1-2 1914-16,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-05-13 16:31:06,0,1916,ag ,spa,SE
mdp.39015049862504,deny,und,000552495,v.9-11,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2009-06-30 22:30:30,0,9999,ag ,spa,SE
mdp.39015049394227,deny,ic,000552495,v.38-41 1972-1982,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2011-01-22 20:32:32,0,1982,ag ,spa,SE
mdp.39015076297327,allow,pdus,000552495,v.3 1916,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-05-13 16:34:32,0,1916,ag ,spa,SE
mdp.39015076297178,allow,pdus,000552495,v.4 1912-1917,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-05-13 16:34:32,0,1917,ag ,spa,SE
mdp.39015076297467,allow,pdus,000552495,v.4 pt.2 1918-1921,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2012-03-17 19:30:33,0,1921,ag ,spa,SE
mdp.39015076297319,allow,pdus,000552495,v.5 1919,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-05-13 16:34:32,0,1919,ag ,spa,SE
mdp.39015076297160,deny,ic,000552495,v.6 1920-1937,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-01-09 21:30:10,0,1937,ag ,spa,SE
mdp.39015076297152,deny,ic,000552495,v.7-8 1924-1929,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2009-06-30 22:30:07,0,1929,ag ,spa,SE
mdp.39015076297301,deny,ic,000552495,v.12-19 1936-1943,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2011-06-24 19:30:11,0,1943,ag ,spa,SE
mdp.39015076297459,deny,und,000552495,v.20-25,MiU,000552495,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2011-06-23 19:30:16,0,9999,ag ,spa,SE
chi.73237431,deny,ic,000552495,c.1 v.23-24 1947,CHI,2918883,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-10-28 20:32:29,0,1947,ag ,spa,SE
njp.32101043298197,allow,pdus,000552495,vol. 5 (1919),NJP,2007101,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-10-26 20:31:52,0,1919,ag ,spa,SE
njp.32101043298205,allow,pdus,000552495,vol. 4 (1918),NJP,2007101,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-10-26 20:31:05,0,1918,ag ,spa,SE
njp.32101043298213,allow,pdus,000552495,vol. 3 (1916),NJP,2007101,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-10-26 20:32:58,0,1916,ag ,spa,SE
njp.32101043298221,allow,pdus,000552495,vol. 1-2 (1914-1916),NJP,2007101,1755390,,0325-3163,14020975//r43,Serie astronómica.,"Observatorio Astronómico, 1914-",bib,2010-10-26 20:32:58,0,1916,ag ,spa,SE
uc1.32106020745011,allow,pd,000553145,v.1 1834-35,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 20:31:42,0,1835,stk,eng,SE
uc1.32106020745029,allow,pd,000553145,v.2-3 1836-37,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 19:30:38,0,1837,stk,eng,SE
uc1.32106020745037,allow,pd,000553145,v.4-6 1838-40,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 20:33:20,0,1840,stk,eng,SE
uc1.32106020745045,allow,pd,000553145,v.7 1841,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 20:33:20,0,1841,stk,eng,SE
uc1.32106020745052,allow,pd,000553145,v.8 1842,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 20:30:48,0,1842,stk,eng,SE
uc1.32106020745060,allow,pd,000553145,v.9 1843,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 20:30:48,0,1843,stk,eng,SE
uc1.32106020745078,allow,pd,000553145,v.10 1844-47,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 20:33:20,0,1847,stk,eng,SE
uc1.32106020745086,allow,pd,000553145,v.11 1849-54,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-08-21 20:32:27,0,1854,stk,eng,SE
uc1.32106020745094,allow,pd,000553145,v.12 1855-59,UC,.b15245603,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2011-03-14 21:33:11,0,1859,stk,eng,SE
chi.73247219,allow,pdus,000553145,c.1 v.8 1942,CHI,2895821,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],gfv,2011-08-01 14:08:53,0,1942,stk,eng,SE
njp.32101076804812,allow,pd,000553145,v. 1 (1834-1835),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:35:15,0,1835,stk,eng,SE
njp.32101076804820,allow,pd,000553145,v. 2 (1836),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:35:15,0,1836,stk,eng,SE
njp.32101076804838,allow,pd,000553145,v. 3 (1837),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:35:52,0,1837,stk,eng,SE
njp.32101076804846,allow,pd,000553145,v. 4 (1838),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:35:52,0,1838,stk,eng,SE
njp.32101076804853,allow,pd,000553145,v. 5 (1839),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:35:52,0,1839,stk,eng,SE
njp.32101076804861,allow,pd,000553145,v. 6 (1840),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:34:00,0,1840,stk,eng,SE
njp.32101076804879,allow,pd,000553145,v. 7 (1841),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:34:40,0,1841,stk,eng,SE
njp.32101076804887,allow,pd,000553145,v. 8 (1842),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:35:15,0,1842,stk,eng,SE
njp.32101076804895,allow,pd,000553145,v. 9 (1843),NJP,1928489,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2010-11-15 20:35:52,0,1843,stk,eng,SE
nyp.33433087543876,allow,pdus,000553145,v. 14 (1870-1877),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1877,stk,eng,SE
nyp.33433087543975,allow,pd,000553145,v. 9 (1843),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1843,stk,eng,SE
nyp.33433087543983,allow,pdus,000553145,v. 15 (1878-1886),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1886,stk,eng,SE
nyp.33433087544072,allow,pd,000553145,v. 1-2 (1834/1835-1836),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1836,stk,eng,SE
nyp.33433087544080,allow,pd,000553145,v. 10 (1844-1847),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1847,stk,eng,SE
nyp.33433087544189,allow,pd,000553145,v. 3-4 (1837-1838),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1838,stk,eng,SE
nyp.33433087544197,allow,pd,000553145,v. 11 (1849-1854),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1854,stk,eng,SE
nyp.33433087544296,allow,pd,000553145,v. 5-6 (1839-1840),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1840,stk,eng,SE
nyp.33433087544304,allow,pd,000553145,v. 12 (1855-1859),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1859,stk,eng,SE
nyp.33433087544403,allow,pd,000553145,v. 7 (1841),NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1841,stk,eng,SE
nyp.33433087544411,allow,pd,000553145,"v. 13, pt. 2 (1860-1860)",NYP,.b150877663,1567468,,,06026669,"Astronomical observations made at the Royal Observatory, Edinburgh ...",Printed by Neill and company [etc.],bib,2013-04-18 19:25:24,0,1860,stk,eng,SE
mdp.39015080153060,allow,pd,000553895,v.8 1851,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:34,0,1851,be ,fre,SE
mdp.39015080153052,allow,pd,000553895,v.9 1852,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:25,0,1852,be ,fre,SE
mdp.39015080153227,allow,pd,000553895,v.12 table 1-12 1857,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:25,0,1857,be ,fre,SE
mdp.39015080153235,allow,pd,000553895,v.13 1861,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:34,0,1861,be ,fre,SE
mdp.39015080150850,allow,pd,000553895,v.4 1845,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:34,0,1845,be ,fre,SE
mdp.39015080150843,allow,pd,000553895,v.5 1846,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:25,0,1846,be ,fre,SE
mdp.39015080150660,allow,pd,000553895,v.6 1848,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:44,0,1848,be ,fre,SE
mdp.39015080150835,allow,pd,000553895,v.7 1849,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-30 19:30:15,0,1849,be ,fre,SE
mdp.39015086600270,allow,pd,000553895,v.1 1834,MiU,000553895,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-06-28 11:33:22,0,1834,be ,fre,SE
njp.32101045662564,allow,pd,000553895,vol. 8 (1851),NJP,1952767,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-10-25 20:30:17,0,1851,be ,fre,SE
njp.32101045662747,allow,pd,000553895,vol. 4 (1845),NJP,1952767,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-10-25 20:30:43,0,1845,be ,fre,SE
njp.32101045662754,allow,pd,000553895,vol. 5 (1846),NJP,1952767,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-10-25 19:30:19,0,1846,be ,fre,SE
njp.32101045662762,allow,pd,000553895,vol. 6 (1848),NJP,1952767,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2013-02-25 19:25:03,0,1848,be ,fre,SE
njp.32101045662820,allow,pd,000553895,vol. 7 (1849),NJP,1952767,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2010-10-26 20:30:30,0,1849,be ,fre,SE
nyp.33433084028178,allow,pdus,000553895,v. 8,NYP,.b186727884,12714085,,,,Annales de l'Observatoire royal de Bruxelles.,"M. Hayez, imprimeur, 1834-1877.",bib,2013-04-18 19:25:21,0,1877,be ,fre,SE
uiug.30112082279735,allow,pd,000581098,,UIU,720373,10826098,,,83602752,The Comet Halley handbook : an observer's guide / created for the International Halley Watch by Donald K. Yeomans ; with a contribution from Zdenek Sekanina.,"NASA, Jet Propulsion Laboratory, California Institute of Technology ; For sale by Supt. of Docs., U.S. G.P.O., 1983.",bib,2012-04-12 04:30:07,1,1983,cau,eng,BK
uiug.30112105091737,allow,pd,000584999,,UIU,808960,11067644,,,84016638,Galileo : exploration of Jupiter's system / C.M. Yeates ... [et al.].,"Scientific and Technical Information Branch, National Aeronautics and Space Administration : For sale by the Supt. of Docs., U.S. G.P.O., 1985.",bib,2012-04-12 04:30:06,1,1985,dcu,eng,BK
mdp.39015082315394,allow,pd,000589878,,MiU,000589878,25608147,,,08005468,"Publications of the Morrison observatory, Glasgow, Missouri. No. 1. Containing description of the instruments, and details of determination of the geographic coordinates of the meridian pier, and some miscellaneous observations and notes. Prepared for publication by the director Carr Waller Pritchett. 1885.","Press of T. P. Nichols, 1887.",bib,2010-06-28 19:30:18,0,1887,mau,eng,BK
njp.32101076804754,allow,pd,000589878,,NJP,1960278,25608147,,,08005468,"Publications of the Morrison observatory, Glasgow, Missouri. No. 1. Containing description of the instruments, and details of determination of the geographic coordinates of the meridian pier, and some miscellaneous observations and notes. Prepared for publication by the director Carr Waller Pritchett. 1885.","Press of T. P. Nichols, 1887.",bib,2010-11-16 20:31:26,0,1887,mau,eng,BK
mdp.39015082315691,allow,pd,000589891,,MiU,000589891,2916281,,,03026080,"Catalogue of the mean declination of 2018 stars between 0[superscript h] to 2[superscript h] and 12[superscript h] to 24[superscript h] right ascension, and 10⁰and 70⁰of north declination, for January 1, 1875. Prepared under the direction of First Lieutenant Geo. M. Wheeler, in charge of U.S. Geographical surveys west of the 100th meridian, by T. H. Safford.","Govt. print. off., 1879.",bib,2010-06-28 19:30:07,1,1879,dcu,eng,BK
uc2.ark:/13960/t6542m379,allow,pd,000589891,,UC,.b129768005,2916281,,,03026080,"Catalogue of the mean declination of 2018 stars between 0[superscript h] to 2[superscript h] and 12[superscript h] to 24[superscript h] right ascension, and 10⁰and 70⁰of north declination, for January 1, 1875. Prepared under the direction of First Lieutenant Geo. M. Wheeler, in charge of U.S. Geographical surveys west of the 100th meridian, by T. H. Safford.","Govt. print. off., 1879.",bib,2011-02-05 19:30:21,1,1879,dcu,eng,BK
uc1.b562360,allow,pdus,000627651,,UC,GLAD151124791-B,23642371,,,05021500,Ueber die Reduction des Drei-Körper-Problems auf die Integration einer einzigen Differential-Gleichung ...,"A.W. Schade's Buchdruckerei, 1900.",bib,2013-05-10 19:25:21,0,1900,gw ,ger,BK
mdp.39015017177976,allow,pd,000629603,,MiU,000629603,12805067,,,85026245,"Interrelationships among circumstellar, interstellar, and interplanetary dust : proceedings of a workshop held at the Aspen Institute's Wye Plantation Conference Center, Wye, Maryland, February 27-March 1, 1985 / edited by Joseph A. Nuth III and Robert E. Stencel.","National Aeronautics and Space Administration, Scientific and Technical Information Branch, 1986.",bib,2010-02-20 21:30:02,1,1986,dcu,eng,BK
uc1.$b527029,allow,pd,000635089,,UC,.b149912377,1344929,,,01018901,The astronomy of Milton's 'Paradise lost' by Thomas N. Orchard.,"Longmans, Green, and co., 1896.",add,2013-02-28 17:26:41,0,1896,enk,eng,BK
bc.ark:/13960/t8sb4s74p,allow,pd,000635089,,MChB,BCL01000000000000000120640,1344929,,,01018901,The astronomy of Milton's 'Paradise lost' by Thomas N. Orchard.,"Longmans, Green, and co., 1896.",add,2013-02-28 17:26:38,0,1896,enk,eng,BK
mdp.39015078147520,allow,pd,000638824,"v.1-2,4-19 1896-1903",MiU,000638824,3836068,,,07018382,Bulletin - Yerkes Observatory of the University of Chicago.,"The University of Chicago Press, 1896-1903.",bib,2013-04-04 19:25:27,0,1903,ilu,eng,SE
uc1.32106020708670,allow,pd,000638824,no.1-19 1896-1904,UC,.b15240149,3836068,,,07018382,Bulletin - Yerkes Observatory of the University of Chicago.,"The University of Chicago Press, 1896-1903.",bib,2010-08-05 20:33:15,0,1904,ilu,eng,SE
mdp.39015050586802,allow,pdus,000638826,v.4 1917-1928,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,gfv,2010-06-23 11:31:19,0,1928,ilu,eng,SE
mdp.39015058662654,deny,ic,000638826,v.7 1929-1932,MiU,000638826,1770343,,,07005143,Publications of the Yerkes observatory of the University of Chicago.,University of Chicago Press.,bib,2010-06-28 11:33:48,0,1932,ilu,eng,SE
