Volume Identifier,Access,Rights,University of Michigan record number,Enumeration/Chronology,Source,Source institution record number,OCLC numbers,ISBNs,ISSNs,LCCNs,Title,Imprint,Rights determination reason code,Date of last update,Government Document,Publication Date,Publication Place,Language,Bibliograhic Format
nyp.33433090904115,allow,pdus,001476496,v. 1,NYP,.b137450473,1355607,,,02028445,Traité de mécanique céleste / par F. Tisserand.,"Gauthier-Villars et fils, 1889-1896.",bib,2013-04-18 19:25:52,0,1896,fr ,fre,BK
nyp.33433090904156,allow,pdus,001476496,v. 3,NYP,.b137450473,1355607,,,02028445,Traité de mécanique céleste / par F. Tisserand.,"Gauthier-Villars et fils, 1889-1896.",bib,2013-04-18 19:25:52,0,1896,fr ,fre,BK
mdp.39015076513186,allow,pdus,001476501,,MiU,001476501,11939438,,,06006621,Die bestimmung der bahn eines kleinen planeten aus vier beobachtungen ...,"Mayer & Müller, 1902.",bib,2012-07-25 19:30:21,0,1902,gw ,ger,BK
uc1.$b691408,allow,pdus,001476501,,UC,.b132063141,11939438,,,06006621,Die bestimmung der bahn eines kleinen planeten aus vier beobachtungen ...,"Mayer & Müller, 1902.",bib,2010-12-10 19:31:59,0,1902,gw ,ger,BK
mdp.39015048549912,allow,pd,001476503,,MiU,001476503,1332540,,,05031473 //r86,"Theory of the motion of the heavenly bodies moving about the sun in conic sections: a translation of Gauss's ""Theoria motus."" With an appendix. By Charles Henry Davis ...","Little, Brown and company, 1857.",bib,2012-04-04 19:32:36,0,1857,mau,eng,BK
hvd.hn2xtm,allow,pd,001476503,,HVD,002554154,1332540,,,05031473 //r86,"Theory of the motion of the heavenly bodies moving about the sun in conic sections: a translation of Gauss's ""Theoria motus."" With an appendix. By Charles Henry Davis ...","Little, Brown and company, 1857.",bib,2012-05-31 19:34:07,0,1857,mau,eng,BK
miun.agg8895.0001.001,allow,pd,001476503,,MiU,001476503,1332540,,,05031473 //r86,"Theory of the motion of the heavenly bodies moving about the sun in conic sections: a translation of Gauss's ""Theoria motus."" With an appendix. By Charles Henry Davis ...","Little, Brown and company, 1857.",bib,2012-09-14 13:30:26,0,1857,mau,eng,BK
mdp.39015073226691,allow,pd,001476504,,MiU,001476504,15053499,,,09008606 //r86,Certain periodic orbits of k finite bodies revolving about a relatively large central mass ...,1906.,bib,2012-11-04 19:30:15,0,1908,ilu,eng,BK
mdp.39015064485678,allow,pd,001476507,,MiU,001476507,8059408,,,05031472,Theoretische astronomie,"F. Vieweg und sohn, 1871.",bib,2013-04-02 19:25:06,0,1871,gw ,ger,BK
uc1.b35466,allow,pd,001476507,,UC,GLAD50422274-B,8059408,,,05031472,Theoretische astronomie,"F. Vieweg und sohn, 1871.",bib,2013-04-05 19:25:57,0,1871,gw ,ger,BK
hvd.hw20yd,allow,pd,001476507,,HVD,005586438,8059408,,,05031472,Theoretische astronomie,"F. Vieweg und sohn, 1871.",bib,2012-06-04 10:27:46,0,1871,gw ,ger,BK
hvd.hxdcvk,allow,pd,001476507,,HVD,005586438,8059408,,,05031472,Theoretische astronomie,"F. Vieweg und sohn, 1871.",bib,2012-06-04 10:28:21,0,1871,gw ,ger,BK
mdp.39015060914903,allow,pdus,001476508,,MiU,001476508,1648044,,,12008869,Theoretische Astronomie / von W. Klinkerfues.,"F. Vieweg, 1912.",bib,2012-05-10 04:30:16,0,1912,gw ,ger,BK
uc2.ark:/13960/t3902128b,allow,pd,001476509,,UC,.b124174644,2306673,,,20014845,"Periodic orbits / by F.R. Moulton, in collaboration with Daniel Buchanan ... [et al.].","Carnegie Institution of Washington, 1920.",bib,2011-02-13 19:30:06,0,1920,dcu,eng,BK
mdp.39015069426156,allow,pdus,001476510,v.1,MiU,001476510,9870760,,,26000690,"Lehrbuch zur bahnbestimmung der kometen und planeten,","W. Engelmann, 1882 '80.",bib,2012-04-07 19:31:05,0,1882,ge ,ger,BK
mdp.39015069426149,allow,pdus,001476510,v.2,MiU,001476510,9870760,,,26000690,"Lehrbuch zur bahnbestimmung der kometen und planeten,","W. Engelmann, 1882 '80.",bib,2008-07-05 00:30:18,0,1882,ge ,ger,BK
nyp.33433069088064,allow,pdus,001476510,v. 1,NYP,.b137491992,9870760,,,26000690,"Lehrbuch zur bahnbestimmung der kometen und planeten,","W. Engelmann, 1882 '80.",bib,2010-10-11 19:30:53,0,1882,ge ,ger,BK
nyp.33433069088072,allow,pdus,001476510,v. 2,NYP,.b137491992,9870760,,,26000690,"Lehrbuch zur bahnbestimmung der kometen und planeten,","W. Engelmann, 1882 '80.",bib,2010-10-10 20:30:47,0,1882,ge ,ger,BK
mdp.39015073350160,allow,pdus,001476514,,MiU,001476514,15195394,,,04003490 //r87,"Leçons sur la détermination des orbites, professées à la Faculté des sciences de Paris par F. Tisserand ... rédigées et développées pour les calculs numériques par J. Perchot ... avec une préface de H. Poincaré ...","Gauthier-Villars, 1899.",bib,2012-08-01 19:30:50,0,1899,fr ,fre,BK
uc1.b4595896,allow,pd,001476516,,UC,GLAD33774464-B,826387,,,34040078,"The calculation of the orbits of asteroids and comets,","The Principia press, inc. [c1934]",ren,2009-07-24 07:00:10,0,1934,inu,eng,BK
uc1.b4179112,allow,pd,001476518,,UC,GLAD134221465-B,826383,,,30022375 //r882,"Determination of orbits of comets and asteroids, by Russell Tracy Crawford ...","McGraw-Hill book company, inc., 1930.",ren,2009-11-07 07:00:16,0,1930,nyu,eng,BK
mdp.39015069425836,allow,pdus,001476519,,MiU,001476519,12140319,,,07017147,Beiträge zur kometenbahnbestimmung ...,"Druck von G. Bernstein, 1897.",bib,2013-04-27 19:25:23,0,1897,gw ,ger,BK
mdp.39015064485504,allow,pdus,001476526,,MiU,001476526,15104927,,,13008062 //r87,"Theorie der planetenbewegung, von dr. Paul Meth ... mit 17 figuren im text und einer tafel.","B.G. Teubner, 1912.",bib,2012-02-20 19:30:14,0,1912,gw ,ger,BK
mdp.39015080165361,allow,pd,001476527,,MiU,001476527,13371996,,,14007949,Isosceles-triangle solutions of the problem of three bodies...,1913],bib,2010-06-30 19:30:45,0,1913,dcu,eng,BK
mdp.39015068407462,allow,pdus,001476528,pt.2,MiU,001476528,23422405,,,06008032,Recherches numériques concernant des solutions périodiques d'un cas spécial du problème des trois corps.,"C. Schaidt, 1894.",bib,2009-06-25 23:30:28,0,1894,gw ,fre,BK
mdp.39015069426123,allow,pdus,001476529,,MiU,001476529,15549518,,,17030190 //r87,Periodic solutions of the problem of three bodies in three dimensions ... by John William Campbell ...,1917],bib,2013-04-27 19:25:23,0,1917,enk,eng,BK
mdp.39015064407466,allow,pd,001476530,,MiU,001476530,551926,,,40032188 //r87,"Cosmology in the ""Annotationes in Marcianum""; more light on Erigena's astronomy, by Erika von Erhardt-Siebold and Rudolf von Erhardt.","The Williams & Wilkins company, 1940.",ren,2012-01-06 05:30:03,0,1940,mdu,eng,BK
uc1.b4250898,allow,pd,001476530,,UC,GLAD151124829-B,551926,,,40032188 //r87,"Cosmology in the ""Annotationes in Marcianum""; more light on Erigena's astronomy, by Erika von Erhardt-Siebold and Rudolf von Erhardt.","The Williams & Wilkins company, 1940.",ren,2012-01-07 05:30:02,0,1940,mdu,eng,BK
mdp.39015086631267,allow,pd,001476536,,MiU,001476536,30120668,,,16019500,A class of asymptotic orbits in the problem of three bodies ...,1916],bib,2010-06-28 11:33:04,0,1916,mdu,eng,BK
mdp.39015078033696,allow,pdus,001476537,,MiU,001476537,3385206,,,25003907,"Hülfstafeln zur leichten und genauen auflösung des Kepler'schen problems,","W. Engelmann, 1890.",bib,2009-03-01 21:30:03,0,1890,ge ,ger,BK
uc1.b3126728,allow,pdus,001476537,,UC,"GLAD134221466-B,b167206758",3385206,,,25003907,"Hülfstafeln zur leichten und genauen auflösung des Kepler'schen problems,","W. Engelmann, 1890.",bib,2009-08-29 21:30:16,0,1890,ge ,ger,BK
nyp.33433087545350,allow,pd,001476541,,NYP,.b137527317,3874709,,,06006617,"Reduction of the observations of planets : made at the Royal Observatory, Greenwich from 1750 to 1830 / Computed by order of the Lords Commissioners of the Treasury. Under the superintendence of George Biddell Airy. Published by order of the Lords Commissioners of the Admiralty.","Printed by Palmer and Clayton; sold by J. Murray, 1845.",bib,2013-04-25 04:25:15,0,1845,enk,eng,BK
njp.32101043308665,allow,pd,001476544,,NJP,2050210,7406259,,,05012675,Tables du soleil exécutées d'après les ordres de la Société royale des sciences de Copenhague,"Impr. de B. Luno, 1853.",bib,2010-10-26 20:30:24,0,1853,dk ,fre,BK
mdp.39015065862834,allow,pd,001476545,,MiU,001476545,21433706,,,06006578,"Tables abrégées et portatives du soleil, calculées pour le méridien de Paris,","Molini, Landi et comp., 1809.",bib,2012-02-19 19:30:35,0,1809,it ,fre,BK
mdp.39015080165353,allow,pd,001476546,,MiU,001476546,13371061,,,17008565,On the theory of the motion of the small planets with a periodic orbit for the Hilda type ...,1916.,bib,2010-06-30 19:30:53,0,1916,ilu,eng,BK
mdp.39015069730581,allow,pdus,001476550,,MiU,001476550,36049715,,,05025723,Untersuchungen über die allgemeinen störungen der Feronia ...,"Universitäts-buchdruckerei von C. Georgi, 1882.",bib,2010-03-08 20:30:12,0,1882,gw ,ger,BK
mdp.39015069409244,allow,pdus,001476551,,MiU,001476551,18812557,,,07015683,Sur l'orbite de (108) Hécube...,"Gauthier-Villars et fils, 1897.",bib,2012-04-07 19:31:04,0,1897,fr ,fre,BK
mdp.39015078600130,allow,pd,001476554,,MiU,001476554,1326364,,,02012233,An introductory treatise on the lunar theory /,"The University Press, 1896.",add,2013-02-28 17:25:46,0,1896,enk,eng,BK
uc2.ark:/13960/t9m32q10s,allow,pd,001476554,,UC,.b146328024,1326364,,,02012233,An introductory treatise on the lunar theory /,"The University Press, 1896.",add,2013-02-28 17:25:47,0,1896,enk,eng,BK
uc1.$b408302,allow,pd,001476554,,UC,.b146328024,1326364,,,02012233,An introductory treatise on the lunar theory /,"The University Press, 1896.",add,2013-02-28 17:25:47,0,1896,enk,eng,BK
nyp.33433090904008,allow,pd,001476554,,NYP,.b137451210,1326364,,,02012233,An introductory treatise on the lunar theory /,"The University Press, 1896.",add,2013-05-22 05:25:03,0,1896,enk,eng,BK
mdp.39015086604991,allow,pd,001476556,v.2,MiU,001476556,1712382,,,06003905,"Théorie du mouvement de la lune,","De l'Imprimerie royale, 1832.",bib,2011-05-02 19:31:00,0,1832,it ,fre,BK
mdp.39015086605147,allow,pd,001476556,v.3,MiU,001476556,1712382,,,06003905,"Théorie du mouvement de la lune,","De l'Imprimerie royale, 1832.",bib,2011-05-02 19:30:58,0,1832,it ,fre,BK
mdp.39015086714758,allow,pd,001476556,Suppl,MiU,001476556,1712382,,,06003905,"Théorie du mouvement de la lune,","De l'Imprimerie royale, 1832.",bib,2010-06-28 11:33:24,0,1832,it ,fre,BK
mdp.39015070155901,allow,pd,001476557,,MiU,001476557,10645215,,,26011107,A dissertation upon the phænomena of the harvest moon.,"Printed for the author, 1747.",bib,2009-06-14 22:30:06,0,1747,enk,eng,BK
mdp.39015069627795,allow,pd,001476560,,MiU,001476560,3097635,,,06003901,Leonhardi Evleri novæ tabvlæ lvnares;,"typis Academiae imperialis scientiarum, 1772.",bib,2009-10-07 23:30:10,0,1772,ru ,lat,BK
mdp.39015080401170,allow,pd,001476561,,MiU,001476561,4547268,,,06003900,"Tables de la lune, construites d'après la principe newtonien de la gravitation universelle,","Imprimerie de G. E. Eyre et G. Spottiswoode, 1857.",bib,2011-04-28 19:31:18,0,1857,enk,fre,BK
mdp.39015048989852,allow,pd,001476563,,MiU,001476563,15162826,,,14001974 //r87,Periodic orbits; oscillating satellites near the Lagrangian equilateral-triangle points ... by Thomas Buck.,1913.,bib,2010-06-30 19:30:31,0,1913,ilu,eng,BK
mdp.39015084628174,allow,pdus,001476565,,MiU,001476565,17718569,,,06017080,Beobachtungen der Saturnstrabanten ...,"Impr. de l'Académie impériale des sciences, 1888-98.",bib,2012-04-12 04:30:09,0,1898,xx ,ger,BK
miun.agg8958.0001.001,allow,pd,001476566,,MiU,001476566,502287451,,,04005388,"The Uranian and Neptunian systems, investigated with the 26-inch equatorial of the United States naval observatory.","Govt. print. off., 1875.",bib,2012-09-14 13:30:26,0,1875,dcu,eng,BK
mdp.39015066936116,allow,pd,001476569,,MiU,001476569,30121695,,,16014876,On figures of equilibrium of a rotating compressible fluid mass: certain negative results ...,"and New York, 1916]",bib,2009-06-11 22:30:16,0,1916,pau,eng,BK
mdp.39015014821063,allow,pdus,001476570,,MiU,001476570,7594931,,,4-32453//rev,Figures d'équilibre d'une masse fluide ; leçons professées à la Sorbonne en 1900 / par H. Poincaré ; rédigées par L. Dreyfus.,"Gauthier-Villars, 1902.",bib,2012-07-26 19:30:10,0,1902,fr ,fre,BK
uc1.b4250960,allow,pdus,001476570,copy 2,UC,GLAD117729950-B,7594931,,,4-32453//rev,Figures d'équilibre d'une masse fluide ; leçons professées à la Sorbonne en 1900 / par H. Poincaré ; rédigées par L. Dreyfus.,"Gauthier-Villars, 1902.",bib,2010-11-25 20:33:49,0,1902,fr ,fre,BK
mdp.39015067160831,allow,pd,001476571,v.1-2,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-03-23 19:30:34,0,1811,it ,ita,BK
mdp.39015067160823,allow,pd,001476571,v.3,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2007-09-22 09:30:02,0,1811,it ,ita,BK
mdp.39015067160559,allow,pd,001476571,v.4-5,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-10-11 14:45:39,0,1811,it ,ita,BK
mdp.39015067160542,allow,pd,001476571,v.6,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-30 19:25:58,0,1811,it ,ita,BK
mdp.39015067160690,allow,pd,001476571,v.7,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-10-11 14:45:39,0,1811,it ,ita,BK
mdp.39015067160534,allow,pd,001476571,v.8-9,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-02-20 19:30:19,0,1811,it ,ita,BK
mdp.39015067160526,allow,pd,001476571,v.10,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-03-07 19:30:19,0,1811,it ,ita,BK
mdp.39015067160518,allow,pd,001476571,v.11,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-03-07 19:30:19,0,1811,it ,ita,BK
mdp.39015067160500,allow,pd,001476571,v.12-13,MiU,001476571,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-03-07 19:30:19,0,1811,it ,ita,BK
njp.32101027906823,allow,pd,001476571,vol. 1,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 19:30:17,0,1811,it ,ita,BK
njp.32101027906831,allow,pd,001476571,vol. 3,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 20:30:55,0,1811,it ,ita,BK
njp.32101027906849,allow,pd,001476571,vol. 4-5,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 20:31:37,0,1811,it ,ita,BK
njp.32101027906856,allow,pd,001476571,vol. 7,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 20:30:55,0,1811,it ,ita,BK
njp.32101027906864,allow,pd,001476571,vol. 8,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 19:30:17,0,1811,it ,ita,BK
njp.32101027906872,allow,pd,001476571,vol. 9,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 20:32:44,0,1811,it ,ita,BK
njp.32101027906880,allow,pd,001476571,vol. 10,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 20:31:37,0,1811,it ,ita,BK
njp.32101027906898,allow,pd,001476571,vol. 11,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 19:30:17,0,1811,it ,ita,BK
njp.32101033279876,allow,pd,001476571,vol. 6,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 20:31:40,0,1811,it ,ita,BK
njp.32101036164273,allow,pd,001476571,vol. 2,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 19:30:19,0,1811,it ,ita,BK
njp.32101045549688,allow,pd,001476571,vol. 12-13,NJP,1420961,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2010-10-26 19:30:33,0,1811,it ,ita,BK
hvd.hxj4kb,allow,pd,001476571,v.11,HVD,004910260,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-05-14 19:31:50,0,1811,it ,ita,BK
hvd.hxj4ki,allow,pd,001476571,v.4,HVD,004910260,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-05-14 19:31:50,0,1811,it ,ita,BK
hvd.hxj4k8,allow,pd,001476571,v.8,HVD,004910260,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-06-04 10:28:24,0,1811,it ,ita,BK
hvd.hxj4k9,allow,pd,001476571,v.9,HVD,004910260,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-06-04 10:28:24,0,1811,it ,ita,BK
hvd.hxj4kg,allow,pd,001476571,v.13,HVD,004910260,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-06-04 10:28:24,0,1811,it ,ita,BK
hvd.hxj4kj,allow,pd,001476571,v.1,HVD,004910260,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-06-04 10:28:24,0,1811,it ,ita,BK
hvd.hxj4ka,allow,pd,001476571,v.10,HVD,004910260,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2012-06-04 10:28:24,0,1811,it ,ita,BK
nyp.33433018699011,allow,pd,001476571,v. 12,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:16,0,1811,it ,ita,BK
nyp.33433018699136,allow,pd,001476571,v. 10,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:16,0,1811,it ,ita,BK
nyp.33433090895347,allow,pd,001476571,v. 7,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
nyp.33433090895388,allow,pd,001476571,v. 8,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-19 19:26:55,0,1811,it ,ita,BK
nyp.33433090895420,allow,pd,001476571,v. 9,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-19 19:26:55,0,1811,it ,ita,BK
nyp.33433090895461,allow,pd,001476571,v. 11,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
nyp.33433090895503,allow,pd,001476571,v. 13,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
nyp.33433090895578,allow,pd,001476571,v. 1,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
nyp.33433090895610,allow,pd,001476571,v. 2,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-19 19:26:55,0,1811,it ,ita,BK
nyp.33433090895651,allow,pd,001476571,v. 3,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
nyp.33433090895693,allow,pd,001476571,v. 4,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
nyp.33433090895735,allow,pd,001476571,v. 5,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
nyp.33433090895776,allow,pd,001476571,v. 6,NYP,.b137418802,1432478,,,03004573,Opere di Galileo Galilei ...,"Dalla Società tipografica de' classici italiani ..., 1808-1811.",bib,2013-04-18 19:25:51,0,1811,it ,ita,BK
mdp.39015066434708,allow,pd,001476572,,MiU,001476572,2855069,,,98001011//r,"The tides and kindred phenomena in the solar system; the substance of lectures delivered in 1897 at the Lowell institute, Boston, Massachusetts, by George Howard Darwin ...","Houghton, Mifflin and company [c1898]",bib,2009-10-07 23:30:03,0,1898,mau,eng,BK
miun.agg8967.0001.001,allow,pd,001476575,,MiU,001476575,58900018,,,05021508,On tides and tidal actions in harbors.,"Gov't print. off., 1875.",bib,2012-09-14 13:30:26,0,1875,dcu,eng,BK
mdp.39015077869249,allow,pd,001476577,,MiU,001476577,2328616,,,09009962 //r87,"The tidal and other problems, by J.C. Chamberlin, F.R. Moulton, C.S. Slichter, W.D. MacMillan, Arthur C. Lunn, and Julius Stieglitz.","Carnegie institution of Washington, 1909.",bib,2012-07-26 19:30:56,0,1909,dcu,eng,BK
mdp.39015002003914,allow,pd,001476578,,MiU,001476578,6293561,,,26027751,"New dynamical wave-theory of the tides,","Govt. print. off., 1926.",bib,2009-04-19 22:30:24,1,1926,dcu,eng,BK
mdp.39015069922824,allow,pdus,001476580,no.90 pt. 2,MiU,001476580,23422437,,,09000182,Études des phénomènes de marẃw sur le côtes néerlandaises ...,"Kemink & zoon, 1904-10.",bib,2012-07-19 19:30:47,0,1904,ne ,fre,BK
mdp.39015069922691,allow,pdus,001476580,no.90 pt. 3,MiU,001476580,23422437,,,09000182,Études des phénomènes de marẃw sur le côtes néerlandaises ...,"Kemink & zoon, 1904-10.",bib,2012-10-11 14:45:43,0,1904,ne ,fre,BK
nyp.33433090743760,allow,pdus,001476580,v. 1-4,NYP,.b13775842x,23422437,,,09000182,Études des phénomènes de marẃw sur le côtes néerlandaises ...,"Kemink & zoon, 1904-10.",bib,2013-04-18 19:25:41,0,1904,ne ,fre,BK
